complemento.valor ; dets.nItem ; dets.prod.indTot ; dets.prod.qCom ; dets.prod.uCom ; dets.prod.vProd ; dets.prod.vUnCom ; dets.prod.xProd ; emit.cnpj ; emit.enderEmit.fone ; emit.enderEmit.uf ; emit.enderEmit.xBairro ; emit.enderEmit.xLgr ; emit.enderEmit.xMun ; emit.xFant ; ide.dhEmi.$date ; ide.natOp ; infAdic.infCpl ; total.icmsTot.vDesc ; total.icmsTot.vFrete ; total.icmsTot.vOutro ; total.icmsTot.vProd ; total.icmsTot.vSeg ; total.icmsTot.vTotTrib ; total.icmsTot.vbc ; total.icmsTot.vbcst ; total.icmsTot.vcofins ; total.icmsTot.vicms ; total.icmsTot.vicmsDeson ; total.icmsTot.vii ; total.icmsTot.vipi ; total.icmsTot.vnf ; total.icmsTot.vpis ; total.icmsTot.vst ; versaoDocumento
23.18 ; 1 ; 1 ; 0.338 ; KG ; 23.18 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 14:18:24 ; VENDA ; Mesa 95 ; 0.0 ; 0.0 ; 0.0 ; 23.18 ; 0.0 ; 0.97 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 23.18 ; 0.0 ; 0.0 ; 1.0
43.54 ; 1 ; 1 ; 0.438 ; KG ; 30.04 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 14:18:44 ; VENDA ; Mesa 90 ; 0.0 ; 0.0 ; 0.0 ; 43.54 ; 0.0 ; 4.24 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 34.54 ; 0.0 ; 0.0 ; 1.0
43.54 ; 2 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 14:18:44 ; VENDA ; Mesa 90 ; 0.0 ; 0.0 ; 0.0 ; 43.54 ; 0.0 ; 4.24 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 34.54 ; 0.0 ; 0.0 ; 1.0
80.71 ; 1 ; 1 ; 6.0 ; UN ; 27.0 ; 4.5 ; SUCO ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 14:55:42 ; VENDA ; Mesa 97 ; 0.0 ; 0.0 ; 0.0 ; 80.71 ; 0.0 ; 5.55 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 55.71 ; 0.0 ; 0.0 ; 1.0
80.71 ; 2 ; 1 ; 3.0 ; UN ; 10.5 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 14:55:42 ; VENDA ; Mesa 97 ; 0.0 ; 0.0 ; 0.0 ; 80.71 ; 0.0 ; 5.55 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 55.71 ; 0.0 ; 0.0 ; 1.0
80.71 ; 3 ; 1 ; 0.63 ; KG ; 43.21 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 14:55:42 ; VENDA ; Mesa 97 ; 0.0 ; 0.0 ; 0.0 ; 80.71 ; 0.0 ; 5.55 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 55.71 ; 0.0 ; 0.0 ; 1.0
67.78 ; 1 ; 1 ; 6.0 ; UN ; 21.0 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 18:59:31 ; VENDA ; Mesa 4 ; 0.0 ; 0.0 ; 0.0 ; 67.78 ; 0.0 ; 6.59 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 53.78 ; 0.0 ; 0.0 ; 1.0
67.78 ; 2 ; 1 ; 0.682 ; KG ; 46.78 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 18:59:31 ; VENDA ; Mesa 4 ; 0.0 ; 0.0 ; 0.0 ; 67.78 ; 0.0 ; 6.59 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 53.78 ; 0.0 ; 0.0 ; 1.0
71.11 ; 1 ; 1 ; 0.84 ; KG ; 57.62 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:13:32 ; VENDA ; Mesa 3 ; 0.0 ; 0.0 ; 0.0 ; 71.12 ; 0.0 ; 5.17 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 62.12 ; 0.0 ; 0.0 ; 1.0
71.11 ; 2 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:13:32 ; VENDA ; Mesa 3 ; 0.0 ; 0.0 ; 0.0 ; 71.12 ; 0.0 ; 5.17 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 62.12 ; 0.0 ; 0.0 ; 1.0
46.5 ; 1 ; 1 ; 0.678 ; KG ; 46.51 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:16:43 ; VENDA ; Mesa 1 ; 0.0 ; 0.0 ; 0.0 ; 46.51 ; 0.0 ; 1.95 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 46.51 ; 0.0 ; 0.0 ; 1.0
36.42 ; 1 ; 1 ; 3.0 ; UN ; 10.5 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:17:30 ; VENDA ; Mesa 2 ; 0.0 ; 0.0 ; 0.0 ; 36.43 ; 0.0 ; 3.37 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 29.43 ; 0.0 ; 0.0 ; 1.0
36.42 ; 2 ; 1 ; 0.378 ; KG ; 25.93 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:17:30 ; VENDA ; Mesa 2 ; 0.0 ; 0.0 ; 0.0 ; 36.43 ; 0.0 ; 3.37 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 29.43 ; 0.0 ; 0.0 ; 1.0
91.84 ; 1 ; 1 ; 3.0 ; UN ; 10.5 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:28:32 ; VENDA ; Mesa 5 ; 0.0 ; 0.0 ; 0.0 ; 91.85 ; 0.0 ; 5.47 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 84.85 ; 0.0 ; 0.0 ; 1.0
91.84 ; 2 ; 1 ; 1.186 ; KG ; 81.35 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:28:32 ; VENDA ; Mesa 5 ; 0.0 ; 0.0 ; 0.0 ; 91.85 ; 0.0 ; 5.47 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 84.85 ; 0.0 ; 0.0 ; 1.0
41.78 ; 1 ; 1 ; 3.0 ; UN ; 10.5 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:37:04 ; VENDA ; Mesa 19 ; 0.0 ; 0.0 ; 0.0 ; 41.78 ; 0.0 ; 3.53 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 34.78 ; 0.0 ; 0.0 ; 1.0
41.78 ; 2 ; 1 ; 0.456 ; KG ; 31.28 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:37:04 ; VENDA ; Mesa 19 ; 0.0 ; 0.0 ; 0.0 ; 41.78 ; 0.0 ; 3.53 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 34.78 ; 0.0 ; 0.0 ; 1.0
22.63 ; 1 ; 1 ; 0.33 ; KG ; 22.63 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:45:06 ; VENDA ; Mesa 14 ; 0.0 ; 0.0 ; 0.0 ; 22.63 ; 0.0 ; 0.95 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 22.63 ; 0.0 ; 0.0 ; 1.0
296.07 ; 1 ; 1 ; 6.0 ; UN ; 27.0 ; 4.5 ; SUCO ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:56:18 ; VENDA ; Mesa 13 ; 0.0 ; 0.0 ; 0.0 ; 296.1 ; 0.0 ; 23.95 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 147.9 ; 0.0 ; 0.0 ; 1.0
296.07 ; 2 ; 1 ; 2.74 ; KG ; 188.1 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:56:18 ; VENDA ; Mesa 13 ; 0.0 ; 0.0 ; 0.0 ; 296.1 ; 0.0 ; 23.95 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 147.9 ; 0.0 ; 0.0 ; 1.0
296.07 ; 3 ; 1 ; 18.0 ; UN ; 81.0 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:56:18 ; VENDA ; Mesa 13 ; 0.0 ; 0.0 ; 0.0 ; 296.1 ; 0.0 ; 23.95 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 147.9 ; 0.0 ; 0.0 ; 1.0
96.72 ; 1 ; 1 ; 6.0 ; UN ; 21.0 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:57:07 ; VENDA ; Mesa 10 ; 0.0 ; 0.0 ; 0.0 ; 96.73 ; 0.0 ; 7.54 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 82.73 ; 0.0 ; 0.0 ; 1.0
96.72 ; 2 ; 1 ; 1.104 ; KG ; 75.73 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 19:57:07 ; VENDA ; Mesa 10 ; 0.0 ; 0.0 ; 0.0 ; 96.73 ; 0.0 ; 7.54 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 82.73 ; 0.0 ; 0.0 ; 1.0
82.55 ; 1 ; 1 ; 6.0 ; UN ; 27.0 ; 4.5 ; SUCO ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:06:41 ; VENDA ; Mesa 27 ; 0.0 ; 0.0 ; 0.0 ; 82.56 ; 0.0 ; 3.47 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 64.56 ; 0.0 ; 0.0 ; 1.0
82.55 ; 2 ; 1 ; 0.81 ; KG ; 55.56 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:06:41 ; VENDA ; Mesa 27 ; 0.0 ; 0.0 ; 0.0 ; 82.56 ; 0.0 ; 3.47 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 64.56 ; 0.0 ; 0.0 ; 1.0
210.17 ; 1 ; 1 ; 2.474 ; KG ; 169.71 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:12:42 ; VENDA ; Mesa 9 ; 0.0 ; 0.0 ; 0.0 ; 210.21 ; 0.0 ; 15.41 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 183.21 ; 0.0 ; 0.0 ; 1.0
210.17 ; 2 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:12:42 ; VENDA ; Mesa 9 ; 0.0 ; 0.0 ; 0.0 ; 210.21 ; 0.0 ; 15.41 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 183.21 ; 0.0 ; 0.0 ; 1.0
210.17 ; 3 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:12:42 ; VENDA ; Mesa 9 ; 0.0 ; 0.0 ; 0.0 ; 210.21 ; 0.0 ; 15.41 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 183.21 ; 0.0 ; 0.0 ; 1.0
210.17 ; 4 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:12:42 ; VENDA ; Mesa 9 ; 0.0 ; 0.0 ; 0.0 ; 210.21 ; 0.0 ; 15.41 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 183.21 ; 0.0 ; 0.0 ; 1.0
91.44 ; 1 ; 1 ; 2.0 ; UN ; 9.0 ; 4.5 ; LIMONADA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:15:04 ; VENDA ; Mesa 22 ; 0.0 ; 0.0 ; 0.0 ; 91.45 ; 0.0 ; 3.84 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 91.45 ; 0.0 ; 0.0 ; 1.0
91.44 ; 2 ; 1 ; 1.202 ; KG ; 82.45 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:15:04 ; VENDA ; Mesa 22 ; 0.0 ; 0.0 ; 0.0 ; 91.45 ; 0.0 ; 3.84 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 91.45 ; 0.0 ; 0.0 ; 1.0
115.09 ; 1 ; 1 ; 3.0 ; UN ; 10.5 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:16:09 ; VENDA ; Mesa 21 ; 0.0 ; 0.0 ; 0.0 ; 115.1 ; 0.0 ; 10.85 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 108.1 ; 0.0 ; 0.0 ; 1.0
115.09 ; 2 ; 1 ; 1.0 ; UN ; 9.8 ; 9.8 ; SUSHI ESPECIAL ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:16:09 ; VENDA ; Mesa 21 ; 0.0 ; 0.0 ; 0.0 ; 115.1 ; 0.0 ; 10.85 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 108.1 ; 0.0 ; 0.0 ; 1.0
115.09 ; 3 ; 1 ; 1.382 ; KG ; 94.8 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:16:09 ; VENDA ; Mesa 21 ; 0.0 ; 0.0 ; 0.0 ; 115.1 ; 0.0 ; 10.85 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 108.1 ; 0.0 ; 0.0 ; 1.0
107.82 ; 1 ; 1 ; 3.0 ; UN ; 10.5 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:21:46 ; VENDA ; Mesa 25 ; 0.0 ; 0.0 ; 0.0 ; 107.82 ; 0.0 ; 8.51 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 91.82 ; 0.0 ; 0.0 ; 1.0
107.82 ; 2 ; 1 ; 1.222 ; KG ; 83.82 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:21:46 ; VENDA ; Mesa 25 ; 0.0 ; 0.0 ; 0.0 ; 107.82 ; 0.0 ; 8.51 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 91.82 ; 0.0 ; 0.0 ; 1.0
107.82 ; 3 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:21:46 ; VENDA ; Mesa 25 ; 0.0 ; 0.0 ; 0.0 ; 107.82 ; 0.0 ; 8.51 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 91.82 ; 0.0 ; 0.0 ; 1.0
95.94 ; 1 ; 1 ; 1.202 ; KG ; 82.45 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:23:04 ; VENDA ; Mesa 36 ; 0.0 ; 0.0 ; 0.0 ; 95.95 ; 0.0 ; 4.03 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 86.95 ; 0.0 ; 0.0 ; 1.0
95.94 ; 2 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; SUCO ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:23:04 ; VENDA ; Mesa 36 ; 0.0 ; 0.0 ; 0.0 ; 95.95 ; 0.0 ; 4.03 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 86.95 ; 0.0 ; 0.0 ; 1.0
21.12 ; 1 ; 1 ; 0.308 ; KG ; 21.12 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:23:54 ; VENDA ; Mesa 30 ; 0.0 ; 0.0 ; 0.0 ; 21.12 ; 0.0 ; 0.89 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 21.12 ; 0.0 ; 0.0 ; 1.0
97.64 ; 1 ; 1 ; 1.03 ; KG ; 70.65 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:31:03 ; VENDA ; Mesa 6 ; 0.0 ; 0.0 ; 0.0 ; 97.65 ; 0.0 ; 8.79 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 79.65 ; 0.0 ; 0.0 ; 1.0
97.64 ; 2 ; 1 ; 6.0 ; UN ; 27.0 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:31:03 ; VENDA ; Mesa 6 ; 0.0 ; 0.0 ; 0.0 ; 97.65 ; 0.0 ; 8.79 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 79.65 ; 0.0 ; 0.0 ; 1.0
28.67 ; 1 ; 1 ; 0.418 ; KG ; 28.67 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:52:49 ; VENDA ; Mesa 71 ; 0.0 ; 0.0 ; 0.0 ; 28.67 ; 0.0 ; 1.2 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 28.67 ; 0.0 ; 0.0 ; 1.0
112.39 ; 1 ; 1 ; 1.0 ; UN ; 4.5 ; 4.5 ; LIMONADA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:54:24 ; VENDA ; Mesa 23 ; 0.0 ; 0.0 ; 0.0 ; 112.41 ; 0.0 ; 6.3 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 105.41 ; 0.0 ; 0.0 ; 1.0
112.39 ; 2 ; 1 ; 3.0 ; UN ; 10.5 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:54:24 ; VENDA ; Mesa 23 ; 0.0 ; 0.0 ; 0.0 ; 112.41 ; 0.0 ; 6.3 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 105.41 ; 0.0 ; 0.0 ; 1.0
112.39 ; 3 ; 1 ; 1.42 ; KG ; 97.41 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:54:24 ; VENDA ; Mesa 23 ; 0.0 ; 0.0 ; 0.0 ; 112.41 ; 0.0 ; 6.3 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 105.41 ; 0.0 ; 0.0 ; 1.0
54.51 ; 1 ; 1 ; 0.598 ; KG ; 41.02 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:57:49 ; VENDA ; Mesa 61 ; 0.0 ; 0.0 ; 0.0 ; 54.52 ; 0.0 ; 4.58 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 45.52 ; 0.0 ; 0.0 ; 1.0
54.51 ; 2 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:57:49 ; VENDA ; Mesa 61 ; 0.0 ; 0.0 ; 0.0 ; 54.52 ; 0.0 ; 4.58 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 45.52 ; 0.0 ; 0.0 ; 1.0
85.85 ; 1 ; 1 ; 0.858 ; KG ; 58.85 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:59:47 ; VENDA ; Mesa 64 ; 0.0 ; 0.0 ; 0.0 ; 85.85 ; 0.0 ; 6.02 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 67.85 ; 0.0 ; 0.0 ; 1.0
85.85 ; 2 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:59:47 ; VENDA ; Mesa 64 ; 0.0 ; 0.0 ; 0.0 ; 85.85 ; 0.0 ; 6.02 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 67.85 ; 0.0 ; 0.0 ; 1.0
85.85 ; 3 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; SUCO ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-13 20:59:47 ; VENDA ; Mesa 64 ; 0.0 ; 0.0 ; 0.0 ; 85.85 ; 0.0 ; 6.02 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 67.85 ; 0.0 ; 0.0 ; 1.0
